Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Is_Partnered,Education_Level,Tenure_days,Age,TotalMntSpent,Age_group,Is_Partnered_num,Cluster
1990,PhD,Married,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,Partnered,Postgraduate,672,24,1711,Young Adult (<30),1,3
1957,Master,Married,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,Partnered,Postgraduate,168,57,438,Senior Adult (>45),1,0
1979,Basic,Together,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,Partnered,Low_Level,537,35,75,Adult (30-45),1,1
1960,Master,Married,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,Partnered,Postgraduate,228,54,225,Senior Adult (>45),1,2
1952,Master,Married,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Postgraduate,603,62,18,Senior Adult (>45),1,0
1981,Graduation,Married,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,Partnered,Bachelors,408,33,470,Adult (30-45),1,2
1981,Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,442,33,91,Adult (30-45),0,0
1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,NotPartnered,Postgraduate,136,23,2525,Young Adult (<30),0,3
1950,Graduation,Together,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,Partnered,Bachelors,532,64,504,Senior Adult (>45),1,2
1957,Graduation,Married,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,Partnered,Bachelors,540,57,235,Senior Adult (>45),1,2
1961,PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,NotPartnered,Postgraduate,526,53,1232,Senior Adult (>45),0,2
1958,Basic,Single,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,NotPartnered,Low_Level,422,56,88,Senior Adult (>45),0,0
1971,Graduation,Single,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,52,43,17,Adult (30-45),0,1
1985,Graduation,Single,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,331,29,24,Young Adult (<30),0,1
1965,Graduation,Married,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,Partnered,Bachelors,311,49,60,Senior Adult (>45),1,0
1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,NotPartnered,Postgraduate,308,62,1020,Senior Adult (>45),0,2
1962,PhD,Together,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,Partnered,Postgraduate,570,52,155,Senior Adult (>45),1,2
1974,2n Cycle,Married,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,Partnered,Postgraduate,122,40,51,Adult (30-45),1,2
1970,Master,Divorced,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,NotPartnered,Postgraduate,554,44,1812,Adult (30-45),0,3
1969,Master,Widow,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,NotPartnered,Postgraduate,589,45,1461,Senior Adult (>45),0,2
1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,NotPartnered,Bachelors,70,54,96,Senior Adult (>45),0,2
1952,Graduation,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,NotPartnered,Bachelors,132,62,160,Senior Adult (>45),0,2
1969,Master,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,Partnered,Postgraduate,433,45,139,Senior Adult (>45),1,0
1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,NotPartnered,Postgraduate,434,46,908,Senior Adult (>45),0,2
1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,Partnered,Postgraduate,301,49,183,Senior Adult (>45),1,2
1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,Partnered,Postgraduate,455,45,1161,Senior Adult (>45),1,3
1972,PhD,Married,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,Partnered,Postgraduate,85,42,988,Adult (30-45),1,3
1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,658,53,1072,Senior Adult (>45),0,2
1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,Partnered,Bachelors,291,37,174,Adult (30-45),1,0
1959,Graduation,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,Partnered,Bachelors,520,55,758,Senior Adult (>45),1,2
1958,Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,Partnered,Postgraduate,180,56,195,Senior Adult (>45),1,2
1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,NotPartnered,Bachelors,627,35,31,Adult (30-45),0,1
1957,Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,Partnered,Postgraduate,316,57,1084,Senior Adult (>45),1,3
1956,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,Partnered,Postgraduate,494,58,685,Senior Adult (>45),1,2
1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,Partnered,Postgraduate,219,49,1672,Senior Adult (>45),1,3
1990,Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,243,24,43,Young Adult (<30),1,1
1957,PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,Partnered,Postgraduate,133,57,49,Senior Adult (>45),1,2
1965,Graduation,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,Partnered,Bachelors,403,49,133,Senior Adult (>45),1,2
1957,Graduation,Together,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,Partnered,Bachelors,260,57,363,Senior Adult (>45),1,2
1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,Partnered,Bachelors,440,59,545,Senior Adult (>45),1,2
1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,Partnered,Bachelors,245,42,1065,Adult (30-45),1,2
1969,Graduation,Together,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,Partnered,Bachelors,474,45,2047,Senior Adult (>45),1,3
1972,Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,Partnered,Bachelors,606,42,296,Adult (30-45),1,0
1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,NotPartnered,Bachelors,366,39,140,Adult (30-45),0,0
1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,NotPartnered,Bachelors,347,49,530,Senior Adult (>45),0,2
1963,PhD,Together,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,Partnered,Postgraduate,690,51,152,Senior Adult (>45),1,0
1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,Partnered,Postgraduate,266,23,1598,Young Adult (<30),1,3
1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,526,51,114,Senior Adult (>45),0,2
1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,NotPartnered,Low_Level,676,28,101,Young Adult (<30),0,1
1973,Graduation,Married,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Bachelors,280,41,25,Adult (30-45),1,1
1957,2n Cycle,Divorced,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,NotPartnered,Postgraduate,519,57,789,Senior Adult (>45),0,3
1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,Partnered,Bachelors,334,33,87,Adult (30-45),1,0
1958,PhD,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,NotPartnered,Postgraduate,280,56,90,Senior Adult (>45),0,0
1959,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,Partnered,Postgraduate,427,55,1215,Senior Adult (>45),1,2
1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,NotPartnered,Postgraduate,260,59,811,Senior Adult (>45),0,3
1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,Partnered,Bachelors,615,28,61,Young Adult (<30),1,1
1975,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,Partnered,Postgraduate,318,39,405,Adult (30-45),1,2
1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,91,59,72,Senior Adult (>45),1,0
1971,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,NotPartnered,Bachelors,499,43,189,Adult (30-45),0,0
1986,PhD,Together,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,Partnered,Postgraduate,365,28,40,Young Adult (<30),1,1
1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,NotPartnered,Bachelors,140,36,63,Adult (30-45),0,2
1983,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,465,31,52,Adult (30-45),1,1
1976,PhD,Together,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,Partnered,Postgraduate,58,38,39,Adult (30-45),1,1
1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,Partnered,Bachelors,34,43,805,Adult (30-45),1,1
1956,Master,Together,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,Partnered,Postgraduate,73,58,130,Senior Adult (>45),1,2
1972,Graduation,Together,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,Partnered,Bachelors,268,42,1631,Adult (30-45),1,3
1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,360,25,34,Young Adult (<30),1,1
1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,212,62,152,Senior Adult (>45),0,0
1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,NotPartnered,Low_Level,162,30,21,Adult (30-45),0,1
1967,PhD,Married,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,Partnered,Postgraduate,269,47,71,Senior Adult (>45),1,0
1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,NotPartnered,Bachelors,36,52,899,Senior Adult (>45),0,2
1947,Master,Together,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,Partnered,Postgraduate,70,67,711,Senior Adult (>45),1,3
1978,PhD,Together,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,Partnered,Postgraduate,694,36,351,Adult (30-45),1,1
1971,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,NotPartnered,Bachelors,42,43,8,Adult (30-45),0,1
1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,NotPartnered,Low_Level,573,22,119,Young Adult (<30),0,1
1968,Graduation,Together,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,Partnered,Bachelors,450,46,21,Senior Adult (>45),1,0
1973,PhD,Together,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Partnered,Postgraduate,97,41,10,Adult (30-45),1,1
1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,Partnered,Bachelors,36,39,973,Adult (30-45),1,2
1965,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,Partnered,Postgraduate,306,49,1536,Senior Adult (>45),1,3
1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,Partnered,Bachelors,348,62,992,Senior Adult (>45),1,2
1967,PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,Partnered,Postgraduate,492,47,1529,Senior Adult (>45),1,2
1972,Graduation,Married,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,Partnered,Bachelors,290,42,860,Adult (30-45),1,2
1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,254,51,928,Senior Adult (>45),0,2
1970,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,Partnered,Postgraduate,699,44,418,Adult (30-45),1,0
1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,Partnered,Postgraduate,695,59,587,Senior Adult (>45),1,2
1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,Partnered,Bachelors,48,39,641,Adult (30-45),1,2
1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,Partnered,Bachelors,102,38,23,Adult (30-45),1,0
1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,Partnered,Bachelors,317,45,2279,Senior Adult (>45),1,3
1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,NotPartnered,Postgraduate,41,41,49,Adult (30-45),0,0
1983,PhD,Divorced,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,NotPartnered,Postgraduate,403,31,1779,Adult (30-45),0,3
1982,Master,Together,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,Partnered,Postgraduate,206,32,1804,Adult (30-45),1,3
1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,Partnered,Bachelors,358,54,48,Senior Adult (>45),1,0
1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,NotPartnered,Bachelors,115,62,83,Senior Adult (>45),0,0
1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,NotPartnered,Bachelors,264,39,1862,Adult (30-45),0,3
1963,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,Partnered,Postgraduate,643,51,793,Senior Adult (>45),1,0
1970,Graduation,Together,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,Partnered,Bachelors,506,44,84,Adult (30-45),1,1
1948,PhD,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,Partnered,Postgraduate,313,66,183,Senior Adult (>45),1,2
1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,NotPartnered,Postgraduate,8,56,1383,Senior Adult (>45),0,3
1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,Partnered,Bachelors,83,70,999,Senior Adult (>45),1,3
1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,NotPartnered,Postgraduate,523,51,825,Senior Adult (>45),0,2
1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,NotPartnered,Bachelors,672,42,246,Adult (30-45),0,1
1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,Partnered,Postgraduate,467,48,610,Senior Adult (>45),1,0
1968,Master,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,NotPartnered,Postgraduate,585,46,76,Senior Adult (>45),0,1
1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,Partnered,Bachelors,488,43,1286,Adult (30-45),1,2
1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,Partnered,Postgraduate,195,39,30,Adult (30-45),1,1
1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,Partnered,Bachelors,544,50,99,Senior Adult (>45),1,0
1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,NotPartnered,Bachelors,646,36,1192,Adult (30-45),0,3
1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,Partnered,Bachelors,212,39,362,Adult (30-45),1,2
1983,Graduation,Together,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,Partnered,Bachelors,689,31,2130,Adult (30-45),1,3
1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,NotPartnered,Postgraduate,680,43,1229,Adult (30-45),0,3
1957,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,Partnered,Postgraduate,647,57,38,Senior Adult (>45),1,0
1951,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,Partnered,Postgraduate,343,63,485,Senior Adult (>45),1,2
1951,Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,Partnered,Low_Level,601,63,434,Senior Adult (>45),1,2
1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,NotPartnered,Bachelors,472,44,44,Adult (30-45),0,1
1972,PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,Partnered,Postgraduate,583,42,496,Adult (30-45),1,2
1969,2n Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,Partnered,Postgraduate,386,45,78,Senior Adult (>45),1,0
1972,Master,Married,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,Partnered,Postgraduate,504,42,2346,Adult (30-45),1,3
1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,Partnered,Bachelors,546,43,794,Adult (30-45),1,3
1956,Graduation,Married,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Partnered,Bachelors,297,58,17,Senior Adult (>45),1,1
1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,NotPartnered,Bachelors,333,43,26,Adult (30-45),0,1
1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,Partnered,Postgraduate,103,41,76,Adult (30-45),1,1
1977,PhD,Single,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,NotPartnered,Postgraduate,204,37,15,Adult (30-45),0,0
1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,78,51,62,Senior Adult (>45),0,0
1954,Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,Partnered,Postgraduate,92,60,198,Senior Adult (>45),1,2
1978,PhD,Together,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,Partnered,Postgraduate,247,36,49,Adult (30-45),1,1
1966,Graduation,Together,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,Partnered,Bachelors,370,48,802,Senior Adult (>45),1,2
1946,Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,Partnered,Bachelors,130,68,1736,Senior Adult (>45),1,3
1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,NotPartnered,Bachelors,549,36,57,Adult (30-45),0,0
1971,Master,Together,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,Partnered,Postgraduate,390,43,59,Adult (30-45),1,3
1953,Graduation,Together,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,Partnered,Bachelors,482,61,2302,Senior Adult (>45),1,3
1985,2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,Partnered,Postgraduate,131,29,37,Young Adult (<30),1,1
1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,NotPartnered,Bachelors,489,44,310,Adult (30-45),0,0
1979,Graduation,Married,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,Partnered,Bachelors,605,35,1305,Adult (30-45),1,3
1966,Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,Partnered,Bachelors,366,48,832,Senior Adult (>45),1,2
1976,Graduation,Together,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,Partnered,Bachelors,452,38,401,Adult (30-45),1,0
1965,PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,Partnered,Postgraduate,37,49,1501,Senior Adult (>45),1,3
1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,Partnered,Bachelors,166,32,1189,Adult (30-45),1,3
1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,Partnered,Bachelors,342,42,1194,Adult (30-45),1,2
1960,PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,Partnered,Postgraduate,149,54,656,Senior Adult (>45),1,2
1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,NotPartnered,Postgraduate,583,58,1540,Senior Adult (>45),0,3
1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,Partnered,Postgraduate,307,49,311,Senior Adult (>45),1,2
1955,2n Cycle,Together,74805.0,0,1,2013-11-06,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,Partnered,Postgraduate,235,59,820,Senior Adult (>45),1,2
